PC1,PC2,city_name,country
1.9351134894055242,0.08679363843039438,Old Vista,Europe
1.8222180078401373,-0.018249027911996025,Beachport,Europe
2.676496333206662,-0.3900546318101633,Valleyborough,Europe
1.9406177819518113,-0.9239966754791558,City,Europe
3.417665969239123,1.18368739428634,Falls,Europe
2.5114692329148594,-0.020799709817257397,North Falls,Europe
1.6184545891874718,-2.144699646697814,Hillhaven,Europe
1.8607696504779185,-0.9094537739812854,Gardenton,Europe
3.69678969546588,0.4673870914322712,Springsville,Europe
0.9756715679567242,0.512774808825401,North Ridge,Europe
0.45899182168957153,-0.6073151978102295,Ridgeshire,Europe
1.5313671838825091,0.45826108748467986,Forestville,Europe
0.909767172317803,0.17879157562864392,Garden,Europe
-0.8258764482367195,-0.3160683686979587,Bridge,Europe
1.6686195903832293,0.507047394867502,Port Bridge,Europe
2.3538472967578623,1.3236408597168179,Stone,Europe
0.9366469812691943,1.5842944412813162,Riverburg,Europe
0.30484051548833035,-1.194604204583668,Gardenburg,Europe
0.24346252002574265,-0.6303263532276527,Pointborough,Europe
0.5412017681757142,-1.874475441194234,Parkland,Europe
0.7859492925087396,-0.4216369565791187,Cityport,Europe
1.7596419546399935,-1.039871500414585,Cityhaven,Europe
3.024050286373724,0.14602351071806108,San Wood,Europe
-1.2195810060661485,-1.5890679192400294,Harborshire,Europe
4.293395779433839,-0.29561934377448923,East Valley,Europe
0.48112600225611385,-0.904287763222792,Valleyburg,Europe
3.0669261989373355,0.6452947201732179,Point,Europe
0.03165276068026373,0.5408180730664663,Woodshire,Europe
1.922061047115949,-1.6745523077096418,New Wood,Europe
3.0141606660695635,0.511726477207958,Port Beach,Europe
0.3571437947945371,-0.12103984228402231,Fallshaven,Europe
1.7153578842205723,-0.7773521443037569,Vistaland,Europe
2.591380805044827,-0.7063846061408915,San Vista,Europe
0.21984416218849984,-0.7001785914701487,Bayport,Europe
2.592269177579509,-0.8470965438771155,Field,Europe
1.73719617137959,1.3885887545956197,North Harbor,Europe
0.23609736898614264,1.4487563170077036,Forestshire,Europe
0.6697629297417459,-1.422808326785142,Springs,Europe
-0.10086674195119853,-0.03403460399872518,Mount City,Europe
2.3197689309653935,-0.280272197566754,River,Europe
1.1129807469826984,-0.38171337907252206,Port Springs,Europe
1.6286300767788855,-0.42174945513705137,Hill,Europe
2.3655626111868795,-0.46580935358181375,New Park,Europe
3.045690603323037,-1.0499133737135133,Lake Town,Europe
1.556771621483778,-0.4463556770632232,Wood,Europe
0.28393423449806604,-0.33187500438979106,Townland,Europe
2.866409467248215,0.6896947471972343,Town,Europe
1.5962812061394325,-1.0798315797771516,Woodland,Europe
2.717303033204147,-0.025755446882571965,Pointland,Europe
2.2486928647702737,0.423683053328531,San Harbor,Europe
0.4784933130584817,-0.2429484408689005,Saint Falls,Europe
2.51066077534772,0.37755411136513384,Fieldton,Europe
1.6539802753745825,-1.3480380143820891,New Hill,Europe
0.35296221436477154,-1.2768767930313665,Port Stone,Europe
1.215765812504447,0.9633832453183094,West Stone,Europe
2.382717919430133,-0.34253901466614484,Woodport,Europe
-0.9156279177058188,-1.3344554993193647,Harborport,Europe
1.1118528038072564,-0.36218965367232125,South Forest,Europe
-0.009592422858719557,-0.7638535029812376,Mount Valley,Europe
2.7407980352910215,-0.23367026752236292,Bridgedale,Europe
0.570164434106475,0.06869325571990903,Pointshire,Asia
-3.1415151574210984,5.503259360949218,Forestdale,Asia
-3.317826149591671,1.1534573434621829,Woodburg,Asia
-3.043803295035661,4.883902981197634,North City,Asia
-2.211058859741517,3.694901868757722,Riverford,Asia
-1.0044141514384761,-0.012638770469474484,Gardenborough,Asia
-0.9436728102650082,0.463736319732468,San Point,Asia
-1.781808545623409,1.9120191263093984,Saint Forest,Asia
-1.5655766305166918,1.3814926555112774,Bay,Asia
1.1304219691739101,2.1582216389755486,Mount Ridge,Asia
-3.288042953344179,0.027161479396083422,Old Wood,Asia
-0.5150802870727726,-1.6982459952798858,Old Springs,Asia
-0.3552420565787491,0.16393453942294173,Ridgeford,Asia
-1.5626964857381265,3.206234816649475,Stoneland,Asia
-1.4354104523144737,0.9201856113421326,Forest,Asia
0.27271913667530634,-0.5970789535914794,Springsdale,Asia
-1.0128919329177997,2.5322381141671664,Lake Bay,Asia
1.6059984123240996,4.211449244535196,Pointdale,Asia
-3.358694993264522,-1.5976029725314567,Park,Asia
-0.29894418635250625,0.5712978473239649,South Garden,Asia
-2.106139188446299,3.0020876729074026,Parkville,Asia
-1.0793628741099286,1.3452883277864884,Fallsborough,Asia
-1.2725876969306087,2.434982234434582,Pointhaven,Asia
-1.7869779057614434,2.9251493997707985,Port Field,Asia
-4.069008039497495,5.245594056277531,Lake Hill,Asia
-2.3390888129494747,3.215083487017408,Mount Hill,Asia
-3.14854722505149,4.298943294727474,Beach,Asia
-0.6076254189610849,4.4126411221252155,Mount Field,Asia
-1.54733316130675,4.42503894010218,Harbor,Asia
-1.1428097888813773,1.1572853646674344,Old Garden,Asia
-2.008786912004497,1.9902283375932335,Vista,Asia
-1.052205439605629,4.2784271482272755,Townton,Asia
-1.2010682978523373,2.9861353840639384,Mount Beach,Asia
-1.2239939137901001,3.5383655819666955,San Bay,Asia
-0.8956657319677461,0.22059490513169694,Port Harbor,Asia
-1.8738763010697745,5.604316569397822,Stoneton,Asia
0.01829155904219659,3.313907678889546,Parkshire,Asia
-3.2525454154094393,2.947044897503435,Pointford,Asia
0.36816750639885537,5.381791104134194,Parkhaven,Asia
-1.8965793726176854,1.8426068377466893,Port Falls,Asia
-1.0873964964311331,1.1317214736352628,West Park,Asia
-1.5924201325650602,-1.993289490512287,Hilldale,Asia
0.25790937071937636,-0.9015675647024561,Valleyford,Asia
-1.8114093679880474,1.839140725868229,Stoneshire,Asia
-1.5952519699853949,-1.142142304533051,Bridgeburg,Asia
-0.48881676762738163,-2.626449010416327,Mount Falls,Asia
-0.23967300636371344,1.2736908803039655,New River,Asia
-0.6071535807293426,2.052034560751632,Beachford,Asia
-1.7029641233259694,3.3293036562638543,Fallsville,Asia
-1.7844760221925329,-0.623334814104311,West Bay,Asia
-1.0143367268910004,0.7736187846530305,Bayford,Asia
-0.7216801665073863,2.668881210450336,Gardenford,Asia
-1.8242243661123236,5.660550546419385,Woodhaven,Asia
-0.1585910198010104,1.6978630126096714,Port Wood,Asia
-0.8886698000086323,0.012984613644605382,Cityville,Asia
-0.9345519622770795,0.4993809979786359,Springsborough,Asia
0.4895390929761497,-1.2261280449024239,Old River,Asia
-1.7330136303090793,0.08840571102331278,Bayshire,Asia
-2.101243924148771,-0.4642997263775006,Saint Field,Asia
